brand,name,price,category,subcategory,image
Galo,Macarrão GALO Nhoque 500g,"R$ 4,29",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-0be90c705dd84f2db34dfe60da4a7f22.jpeg
Galo,Macarrão GALO Argola 500g,"R$ 4,29",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-caaca523bb45481ca03347c1fbdb3f1d.jpg
Adria,Macarrão Sêmola ADRIA Espaguete Nº8 500g ,"R$ 4,29",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-8f8a1d6e34ee4d6db77d9beebe4c4a0b.jpeg
Adria,Macarrão ADRIA Sêmola Padre Nosso 500g,"R$ 4,29",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-efb7c72797e745dbb10eada74a1ec8a0.jpg
Adria,Macarrão Sêmola ADRIA Spaguetti Nº 9 500g ,"R$ 4,29",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-4a15859a186842d5b08c36ba20c9deef.jpg
Galo,Macarrão GALO Parafusinho 500g ,"R$ 4,29",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-0f11ab9eec6544f5a9678cc40b909ccc.jpeg
Adria,Macarrão Sêmola ADRIA 500g,"R$ 4,29",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-c4f6c787ba184c0d8844c80763717942.png
Emegê,Macarrão Sêmola EMEGÊ Caramujo 500g,"R$ 3,99",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-97346a1db81e467e9a1172896b7df52c.jpeg
Emegê,Macarrão Sêmola EMEGÊ Furadinho 500g,"R$ 3,99",Alimentos Básicos,Massas Instantâneas e Tradicionais,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-349e009058cf4ccab1e55452d08733fa.jpg
Yoki,Pipoca de Microondas YOKI Bacon 100g ,"R$ 2,79",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-6163948a920145139e63612c9b6ec8a4.jpg
Yoki,Pipoca de Microondas YOKI Manteiga 50g ,"R$ 1,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-dff91b729fbc4091ac5e83f716fdb33f.jpg
Yoki,Pipoca de Microondas YOKI Natural Zero Sódio 50g ,"R$ 1,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-bd09387756e34eb0a1cce61334dea7bf.jpeg
Yoki,Pipoca de Microondas YOKI Manteiga de Cinema 100g ,"R$ 2,79",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-9b15b6c7ed27436eaf9f7f04ff0417bd.jpeg
Elma Chips,Pipoca de Microondas ELMA CHIPS Natural 80g ,"R$ 1,89",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-e2e7510f80024f2b99243865940f4d06.jpg
Elma Chips,Pipoca de Microondas ELMA CHIPS Manteiga 80g ,"R$ 1,89",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-44fde461ceda413e8129ae8015fdd679.jpg
Yoki,Pipoca de Microondas YOKI Toque de Chef 100g,"R$ 2,79",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-48f561160419497ca4d7f8f8e6648c85.jpg
Yoki,Pipoca de Microondas YOKI Cobertura Caramelo 100g,"R$ 3,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-645c571af4684b8fae0084ceff65b4c7.jpg
Dicel,Óleo de Pequi DICEL 50ml,"R$ 9,90",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-75412ceb3b4444c1a118a2f84588591b.jpeg
Castelo ,Vinagre CASTELO Tinto 750ml,"R$ 6,79",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-02584b09c751472f83ad5218c95f766e.jpg
Do Ponto,Café do PONTO Extra Forte Vácuo Puro 500g,"R$ 12,99",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-b9dde0ce15144e26b761555859ed768a.JPG
Frutos da Terra,Granola Nut Flakes FRUTOS DA TERRA Light 300g,"R$ 8,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-749438e5e86348699bce846189944462.jpg
La Pastina,Aceto Balsâmico LA PASTINA Di Modena 500ml ,"R$ 25,90",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-cc7363d8e47943cd88bdfbdc11e70480.jpg
Mastroiani,Aceto Balsâmico MASTROIANI 250ml ,"R$ 13,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-4dfdd5152aa14093b1759cd493ead92c.jpg
Mastroiani,Aceto Balsâmico MASTROIANI 500ml ,"R$ 18,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-17e69ea65ca44eceb826870347436b06.jpg
Toscano,Vinagre TOSCANO Álcool Color 750ml ,"R$ 3,49",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-733f245f2df44c9da8d6c912c3dd7081.jpg
Nescafé ,Matinal NESCAFÉ Sachê 50g,"R$ 4,99",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-7c4d353fd8c646f0b0a5a43459fc5d6c.jpg
Paganini,Aceto Balsâmico PAGANINI 500ml,"R$ 16,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-23624f247f9048b2a23b204831f38057.jpg
Supino ,Barra Protein SUPINO Coco com Chocolate 3x30g,"R$ 9,98",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-88c3546db13946aab67d33bd0dd3ac65.jpg
Castelo,Vinagre de Álcool CASTELO Limão 750ml ,"R$ 5,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-18928b0fc71c42d5b4581ef9162f4b50.jpg
Agtal ,Barra de Nuts AGTAL Sementes  2x30g,"R$ 5,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-d2394c3f765046e0857f884d85d8ba79.jpg
Jasmine ,Açúcar Mascavo JASMINE Orgânico 500g,"R$ 11,99",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-2204dcaeb141412e978c3eaa772ae438.jpeg
Quaker ,Aveia em Flocos Finos QUAKER 200g ,"R$ 4,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-904f8ef551724f7895026de437e3b8fb.jpg
Frutos da Terra,Granola FRUTOS DA TERRA Nut Flakes 500g,"R$ 10,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-2d96c738db734ead8879b6611b5add40.jpg
Frutos da Terra,Farelo de Aveia FRUTOS DA TERRA 200g,"R$ 4,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-3c2176c4db2041ff9faf765e227a01f9.jpg
Nuts Bar,Barra NUTS BAR Castanha e Frutas 2x25g,"R$ 6,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-b423d3b7da504bf9802b88bfc4d815a3.jpg
Toscano,Vinagre de Maçã TOSCANO 750ml,"R$ 7,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-18b35c32d8cf485b88ae0b941ab1cb1a.jpg
Quaker ,Aveia em Flocos Finos QUAKER 450g,"R$ 9,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-291642c240154ade9353f962f2be40fd.jpeg
Ovomaltine ,Flocos OVOMALTINE Sachê 190g,"R$ 6,99",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-a6d7712bc4154e24b7a7ca305e3bff2e.jpg
Nescau ,Achocolatado NESCAU 3.0 380g,"R$ 7,99",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-0b6821533ee446d5898b31a438c245cb.jpg
Zero Cal,Adoçante Sacarina ZERO-CAL 100ml ,"R$ 3,99",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-7a614bcce8da4ffaa6b1a2b9e439c022.jpg
Export ,Café EXPORT Tradicional 250g ,"R$ 4,59",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-1e6ce199cc4f4f5c8a7d4eae3bd5c8c4.jpeg
Castelo ,Vinagre CASTELO Branco 750ml ,"R$ 6,79",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-2eca4df74bc04989ae57266da84ee1bb.jpg
Frutos da Terra,Granola FRUTOS DA TERRA Nut Flakes 200g,"R$ 5,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-5f0aa6618cde4259a7198c943fd3c927.jpg
Toddy ,Achocolatado TODDY 200g,"R$ 3,89",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-766675f0a0944983971b5cd1a792ecfe.JPG
Bsb Alimentos,Milho de Pipoca BSB ALIMENTOS 500g,"R$ 2,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-1684ed41a8f04cba912f89fa2d27e380.jpg
Supino ,Barra Protein SUPINO Castanha e Caramelo 3x30g,"R$ 9,98",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-f23b9eb0057d48ff88685af42b6bb049.JPG
Nestle ,Dolce Gusto NESTLÉ Cappuccino com 16 Cápsulas ,"R$ 22,90",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-d9ad1c56226c47548b01af7d5f7ef1bc.JPG
Nestle,Achocolatado NESCAU Light 400g,"R$ 9,99",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-45d78184f89543f9866165b95bf6fbba.jpg
Frutos da Terra ,Farinha de Chia FRUTOS DA TERRA 150g,"R$ 8,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-667602bc955c4045afdeceb04b8a64f5.jpg
Finn,Adoçante Aspartame Family FINN 150g,"R$ 23,90",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-308163541daa4fa4adbcc0181cef8e2f.jpg
Mãe Terra,Cacau em Pó MÃE TERRA 100g,"R$ 8,49",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-d970835a8b3b409ab38a1c2acc5c7d27.jpg
Toscano,Vinagre de Álcool com Alho TOSCANO 750ml ,"R$ 6,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-424f998db7fb4aa99de6986bc25242dc.jpg
Toscano,Vinagre TOSCANO Álcool Color 750ml,"R$ 3,49",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-26a9cc713e344375b8a92841192975c4.jpg
Toscano,Vinagre de Vinho TOSCANO Branco 750ml,"R$ 7,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-8097e2df94ce43b7a11ab819ccee0527.jpg
Toscano,Vinagre TOSCANO Vinho Tinto 750ml,"R$ 7,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-8b290c4ecc8f45c9a2acc9044b04fd9a.jpg
Toscano,Vinagre de Álcool com Limão TOSCANO 750ml ,"R$ 7,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-ee7326d6621243cbbdb60ca3ee287475.jpg
Toscano,Vinagre de Arroz TOSCANO 750ml ,"R$ 8,49",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-03ffff56a86c48429af812706d40fb45.jpg
Native Alimentos,Açucar Orgânico NATIVE 1kg,"R$ 9,90",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-4305a1c8e3984b8fa881d548410b446d.jpeg
Gallo,Azeite Extra Virgem GALLO Lata 200ml ,"R$ 13,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-5ec9117182d44072a8f29d89ad2b8bea.jpg
Toscano,Vinagre de Maçã TOSCANO 250ml ,"R$ 7,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-4c3c79b4647343c09ee95910b0c77488.jpg
Ranieri ,Azeite Extra Virgem RANIERI Premium Vidro 500ml,"R$ 16,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-6ffafa79157b459f9a5304701c9b5881.jpg
Zero Cal,Adoçante Sacarina ZERO-CAL 200ml ,"R$ 7,99",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-1989ef55eab24a8f9d85185bb72913a0.jpeg
Nescafé,NESCAFÉ Original 100g,"R$ 13,99",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-1186490c8e7b42a4a037125fac85056c.jpg
Nescau ,Achocolatado NESCAU 2.0 200g,"R$ 3,99",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-21d0fb1348b7467b97d2dae8f7f34a56.jpg
Jasmine ,Aveia JASMINE Flocos Finos 500g,"R$ 8,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-9c4a220efee547688000d605ed1127d3.jpg
Yoki,Milho de Pipoca YOKI 500g ,"R$ 3,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-c8ac0de570394a76a222df82162c6c22.jpg
Export ,Café Vácuo EXPORT Premium 500g ,"R$ 8,59",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-b647f7cb517848a2b69f75b684b10922.jpeg
Paganini,Azeite Extra Virgem PAGANINI Vidro 500ml,"R$ 22,90",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-30a4e8bd5f284f2dbdc88a2cfb282c48.jpg
Midas,Azeite Extra Virgem MIDAS Vidro 500ml ,"R$ 19,90",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-9601f231f6004fb5aa7fb03d466b079e.jpg
Yoki ,Pipoca de Microondas YOKI Natural 100g ,"R$ 2,79",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-ed2c287933ec474092a1d6801f5d408c.jpg
Nestle ,Aveia em Flocos NESTLÉ 170g ,"R$ 3,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-1aaa8506b2aa4a958e85fe4c49267968.jpg
Liza,Óleo de Milho LIZA 900ml ,"R$ 9,29",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-954fcf4b79c24a2ebe5d6c158f26737c.jpeg
Nestle ,Aveia em Flocos Finos NESTLÉ 170g ,"R$ 3,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-04b8dbcf273f4085ae165cfecb990f74.jpg
Jasmine ,Aveia JASMINE Flocos Grossos 500g ,"R$ 8,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-19ac31c323bf4b9eaa9cadbd872da34d.jpg
Nuts Bar,Barra NUTS BAR Castanha e Sementes 2x25g ,"R$ 6,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-6d1aacefeb45453991fb5813904a6219.jpg
Liza,Óleo de Canola LIZA 900ml ,"R$ 9,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-a627582deae844fb93022dedb36b448e.jpg
Pilão ,Café PILÃO Intenso 500g,"R$ 12,99",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-6c6765fb1b494211afa93f9b66fed44f.jpg
Santa Clara,Café Solúvel SANTA CLARA Sachê 50g,"R$ 4,99",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-737378475bc3447ba11623c482ccbfa7.jpeg
Nestle ,Dolce Gusto Nescau NESTLÉ com 16 Cápsulas,"R$ 22,90",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-80f485b137094d6d8d84df18e57e3b82.jpg
Supino ,Barra Protein SUPINO Baunilha 3x30g,"R$ 9,98",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-9295c5bf3203449bbf1bc6cad644870d.JPG
Jasmine ,Açúcar Mascavo JASMINE 1Kg,"R$ 18,99",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-3a697842ff5748a6b0f0e7dcb5bb9135.jpg
Nestle ,Cereal Matinal NESTLÉ Crunch 330g,"R$ 14,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-c3bd64072605456ba91783d68b4576eb.jpg
Castelo,Vinagre de Álcool CASTELO 750ml ,"R$ 3,29",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-536935abb006464f948d83b4cbecbe4d.jpg
Quaker ,Aveia em Flocos QUAKER Regular 200g,"R$ 4,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-6a2c293235e341349d6178b4a811efa2.jpg
EA,Azeite Extra Virgem EA Vidro 500ml,"R$ 39,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-a7e79b1ed35b4a4e938347ceff5c867a.jpeg
Copra,Açúcar de Coco COPRA 350g ,"R$ 29,90",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-0596e3b0311f4b66bd3732614eea44fb.jpg
Yoki ,Pipoca de Microondas YOKI Natural com Sal 100g,"R$ 2,79",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-07489ef132544f8a944c1b13b47d0e01.jpg
Frutos da Terra,Flocos de Aveia Grossa FRUTOS DA TERRA 500g,"R$ 6,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-ff1a8d2da90d4faebcfd6821d492b3e0.jpg
Zero Cal,Adoçante Sucralose ZERO-CAL 100ml,"R$ 10,00",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-fe807f5d45404081b73b5abedd23ef36.jpg
Supino,SUPINO Tradicional Banana 3x28g ,"R$ 5,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-f9710d4290094b15bd4ac38769fafb34.jpg
Frutos da Terra,Granola 9 Grãos FRUTOS DA TERRA 1Kg,"R$ 18,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-9800598226fb4a9981fed523ceb0040c.jpg
Frutos da Terra ,Açúcar Mascavo FRUTOS DA TERRA Claro 1Kg,"R$ 12,99",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-40b3bf20fe7f44979cdd03fcccba3efe.jpg
Frutos da Terra,Açúcar Mascavo FRUTOS DA TERRA Escuro 1Kg,"R$ 13,99",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-8a3731c89669435f9a3ee45e0691b804.jpg
Liza,Óleo de Girassol LIZA 900ml,"R$ 8,99",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-ec49ce6ee50d4a7f9e110ef9a6f2f9dc.jpg
Yoki ,Milho de Pipoca YOKI Premium 500g ,"R$ 4,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-ff5a115ec393480f99cf2e349f15adc7.png
La Violetera,Azeite Extra Virgem LA VIOLETERA Vidro 500ml,"R$ 16,98",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-436b1eb8316f408eb1d78e4976b47124.jpg
Filippo Berio,Azeite Extra Virgem FILIPPO BERIO 500ml ,"R$ 17,90",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-8553b5b80223452dbe17eaafb4660376.jpg
Pilão ,Café PILÃO Vácuo 500g,"R$ 9,98",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-c7f226c8af094fb8add8d5e98c8471cf.jpeg
Nescafé ,NESCAFÉ Original Sachê 50g,"R$ 4,79",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-db1681c14e394ad9af21ce827870beff.jpg
Yoki,Pipoca de Microondas YOKI Manteiga 100g,"R$ 2,79",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-f59554419ef24c82855db18135cce4f7.jpg
Kelloggs ,Sucrilhos KELLOGGS Original 730g,"R$ 19,99",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-0b83a61f8380444295de4000bd4d6283.jpg
Ciaunião,Açucar Premium 1kg UNIÃO,"R$ 7,99",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-507654d5f6584c6495cd069c48a29541.webp
Gallo,Azeite Extra Virgem GALLO Vidro 500ml ,"R$ 17,90",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-81428bf5b7724edc8c076a390bd85ff9.jpg
Andorinha,Azeite Extra Virgem ANDORINHA Vidro 500ml ,,Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-b4442e58daed44fbb758c53edef4c35b.jpg
Soya,Óleo de Soja SOYA 900ml,"R$ 3,59",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-3295e60489164fa28afd3fab94314257.jpg
Sitio ,Café DO SITIO 500g,"R$ 10,98",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-6b3c92b692d84bef8dc4fc33e3840185.jpg
Melitta,Café MELITTA Tradicional 500g,"R$ 11,90",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-e505fd2c1c284691874e26fc64831caa.jpg
Toddynho,Achocolatado TODDYNHO Tradicional 200ml ,"R$ 1,89",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-44b78f43a70244c396fe177ba7a67e25.jpg
Santa Clara ,Café Almofada SANTA CLARA 500g,"R$ 8,99",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-1997ed30c28349d9bdafc03da27cfb5b.jpg
Nescau,Achocolatado NESCAU 2.0 800g,"R$ 12,99",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-5d9b57d275e0473b94a69537c09eafff.jpg
Perola ,Açúcar Cristal PÉROLA 5Kg ,,Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-b08b5b7f7a334d089ce405d3f04343d8.jpg
Export,Café EXPORT Tradicional 500g ,"R$ 8,59",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-1e6f503702a64333a657044c140ee53d.jpg
Nestle,Chocolate em Pó NESTLÉ 200g,"R$ 16,99",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-51eec79dd44d4d49b52565b5cea36ad9.jpg
Perola,Açúcar Cristal PÉROLA 2Kg,"R$ 3,69",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-eebad8b5e2e240f6888c5f0a016dd95a.jpeg
Nestle,Achocolatado NESCAU 2.0 400g,"R$ 5,99",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-a83d29cd7aa04779975527bb744f18e5.jpg
3 Corações,Café 3 CORAÇÕES Extra Forte 500g ,"R$ 9,98",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-bedd0bf475a64688a117b866fc9ca67a.jpg
União,Açúcar Refinado UNIÃO 1Kg,"R$ 4,49",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-f65ff1ef42ef40179a26bf9fba8a51c7.jpg
Toddy,Achocolatado TODDY 800g,"R$ 9,98",Mercearia,Achocolatados,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-af2730354b414af1ac74e6e175539e19.JPG
Sitio,Café DO SITIO 250g,"R$ 4,95",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-269b4530d1304bbaa431d85caf7f4a3f.jpg
Rancheiro,Café Tradicional RANCHEIRO 500g ,"R$ 8,49",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-d94e84d330aa46c0b5ecca8125beab1e.jpg
3 Corações,Cappuccino 3 CORAÇÕES Tradicional 200g ,"R$ 9,49",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-44c0b5f622e440c788024acf73b28539.jpg
Salada,Óleo de Milho SALADA 900ml,"R$ 6,40",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-68b2648103824e7ebd428594d7c4a7f2.jpg
Girassol,Óleo de Girassol SALADA 900ml ,"R$ 6,39",Mercearia,"Azeites,  Óleos e Vinagres",https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-a3fa49ada5a84b03b7a489d121eb5488.jpg
Frutos da Terra,Flocos de Aveia FRUTOS DA TERRA Fina 500g,"R$ 6,49",Mercearia,Cereais ,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-332abf109f3d42228fb7ce499fda0a61.jpg
Export,Café EXPORT Extra Forte 500g,"R$ 8,59",Mercearia,Cafés,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-5cb2a5a8f2c841bda9ab3b59265234d2.jpeg
União,Açúcar UNIÃO Naturale 1Kg,"R$ 6,95",Mercearia,Açúcar e Adoçantes,https://s3-sa-east-1.amazonaws.com/ib.item.image.big/b-929b4dc8620b4e9b8a3727ec652b925f.jpg
